Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
31,"S Timp, S van Engeland, N Karssemeijer","A regional registration method to find corresponding mass lesions in temporal mammogram pairs",2005,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2725768412742731883",107,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:QIV2ME_5wuYC",32,8,2629,2638,31,2.07,10,3,15,""
30,"M Nielsen, CM Vachon, CG Scott, K Chernoff, G Karemore, ...","Mammographic texture resemblance generalizes as an independent risk factor for breast cancer",2014,"Breast Cancer Research 16 (2), R","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14793905328119413385",108,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:HtS1dXgVpQUC",37,,,,30,5.00,5,6,6,""
30,"M Velikova, PJF Lucas, M Samulski, N Karssemeijer","A probabilistic framework for image information fusion with an application to mammographic analysis",2012,"Medical Image Analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10983236706673950383",109,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:LjlpjdlvIbIC",16,4,865,875,30,3.75,8,4,8,""
30,"N Karssemeijer, JDM Otten, H Rijken, R Holland","Computer aided detection of masses in mammograms as decision support",2006,"The British journal of radiology 79 (special_issue_2), S123-S","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4534465409697415448",110,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:-f6ydRqryjwC",126,,,,30,2.14,8,4,14,""
30,"N Karssemeijer, GM Te Brake","Method and apparatus for automated detection of masses in digital images",2003,"US Patent 6,580,818","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14957578455821443072",111,"2020-08-12 21:56:32","Patent","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:isC4tDSrTZIC",,,,,30,1.76,15,2,17,""
30,"WJH Veldkamp, N Karssemeijer","Improved method for detection of microcalcification clusters in digital mammograms",1999,"Medical Imaging 1999: Image Processing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12269146113897155166",112,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:HDshCWvjkbEC",3661,,512,522,30,1.43,15,2,21,""
29,"JCM Van Zelst, T Tan, B Platel, M De Jong, A Steenbakkers, M Mourits, ...","Improved cancer detection in automated breast ultrasound by radiologists using computer aided detection",2017,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11704225389205900004",113,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:O0nohqN1r9EC",89,,54,59,29,9.67,4,7,3,""
28,"JOP Wanders, K Holland, N Karssemeijer, PHM Peeters, WB Veldhuis, ...","The effect of volumetric breast density on the risk of screen-detected and interval breast cancers: a cohort study",2017,"Breast Cancer Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=897339558877213208",114,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:5bg8sr1QxYwC",19,1,67,67,28,9.33,5,6,3,""
28,"R Hupse, N Karssemeijer","The effect of feature selection methods on computer-aided detection of masses in mammograms",2010,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10192890197026575770",115,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:GnPB-g6toBAC",55,10,2893,2893,28,2.80,14,2,10,""
28,"N Karssemeijer, JTO Leon","Iso-precision scaling of digitized mammograms to facilitate image analysis",1991,"Medical Imaging V: Image Processing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17755276782765678459",116,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:qUcmZB5y_30C",1445,,166,177,28,0.97,14,2,29,""
27,"N Karssemeijer, W Zhang","Computer Aided Detection Of Abnormalities In Volumetric Breast Ultrasound Scans And User Interface",2012,"US Patent App. 12/839,371","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3722976370411589447",117,"2020-08-12 21:56:32","Patent","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:geHnlv5EZngC",,,,,27,3.38,14,2,8,""
27,"SS Brandt, G Karemore, N Karssemeijer, M Nielsen","An anatomically oriented breast coordinate system for mammogram analysis",2011,"IEEE transactions on medical imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18263174567335478043",118,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:t7zJ5fGR-2UC",30,10,1841,1851,27,3.00,7,4,9,""
26,"T Tan, JJ Mordang, J van Zelst, A Grivegnée, A Gubern‐Mérida, ...","Computer‐aided detection of breast cancers using Haar‐like features in automated 3D breast ultrasound",2015,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16482522359454166873",119,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:BJbdYPG6LGMC",42,4,1498,1504,26,5.20,4,6,5,""
26,"T Tan, B Platel, T Twellmann, G van Schie, R Mus, A Grivegnée, ...","Evaluation of the effect of computer-aided classification of benign and malignant lesions on reader performance in automated three-dimensional breast ultrasound",2013,"Academic radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15955819716225519808",120,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:XvxMoLDsR5gC",20,11,1381,1388,26,3.71,4,7,7,""
26,"T Mertzanidou, J Hipwell, MJ Cardoso, X Zhang, C Tanner, S Ourselin, ...","MRI to X-ray mammography registration using a volume-preserving affine transformation",2012,"Medical Image Analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=877286232400307497",121,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:XD-gHx7UXLsC",16,5,966,975,26,3.25,4,7,8,""
26,"N Karssemeijer","A statistical method for automatic labeling of tissues in medical images",1990,"Machine Vision and Applications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16194894447799709940",122,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ZeXyd9-uunAC",3,2,75,86,26,0.87,26,1,30,""
25,"S Vreemann, A Gubern-Mérida, MS Schlooz-Vries, P Bult, CH Van Gils, ...","Influence of Risk Category and Screening Round on the Performance of an MR Imaging and Mammography Screening Program in Carriers of the BRCA Mutation …",2018,"Radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4123505121536739933",123,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:mWEH9CqjF64C",286,2,443,451,25,12.50,4,6,2,""
25,"N Karssemeijer","A relaxation method for image segmentation using a spatially dependent stochastic model",1990,"Pattern Recognition Letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12251457361547574270",124,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:mB3voiENLucC",11,1,13,23,25,0.83,25,1,30,""
24,"MU Dalmış, A Gubern‐Mérida, S Vreemann, N Karssemeijer, R Mann, ...","A computer‐aided diagnosis system for breast DCE‐MRI at high spatiotemporal resolution",2016,"Medical physics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1749839565429400652",125,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ALROH1vI_8AC",43,1,84,94,24,6.00,4,6,4,""
24,"HJ Huisman, N Karssemeijer","Processing and displaying dynamic contrast-enhanced magnetic resonance imaging information",2012,"US Patent 8,280,488","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8441935845021442858",126,"2020-08-12 21:56:32","Patent","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:P5F9QuxV20EC",,,,,24,3.00,12,2,8,""
24,"GJS Litjens, JO Barentsz, N Karssemeijer, HJ Huisman","Automated computer-aided detection of prostate cancer in MR images: from a whole-organ to a zone-based approach",2012,"Medical Imaging 2012: Computer-Aided Diagnosis 8315, 83150G","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1559733626797444041",127,"2020-08-12 21:56:32","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:fQNAKQ3IYiAC",,,,,24,3.00,6,4,8,""
24,"S Timp, C Varela, N Karssemeijer","Computer-aided diagnosis with temporal analysis to improve radiologists’ interpretation of mammographic mass lesions",2010,"IEEE transactions on information technology in biomedicine","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15819462963198853544",128,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:b0M2c_1WBrUC",14,3,803,808,24,2.40,8,3,10,""
24,"JA van Dalen, W Vogel, HJ Huisman, WJG Oyen, GJ Jager, ...","Accuracy of rigid CT–FDG-PET image registration of the liver",2004,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1953127824396335218",129,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:_Qo2XoVZTnwC",49,23,5393,5393,24,1.50,4,6,16,""
23,"JCM van Zelst, T Tan, P Clauser, A Domingo, MD Dorrius, D Drieling, ...","Dedicated computer-aided detection software for automated 3D breast ultrasound; an efficient tool for the radiologist in supplemental screening of women with dense breasts",2018,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14669183418477071058",130,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:DyXnQzXoVgIC",28,7,2996,3006,23,11.50,3,7,2,""
23,"BE Bejnordi, G Litjens, M Hermsen, N Karssemeijer, JAWM van der Laak","A multi-scale superpixel classification approach to the detection of regions of interest in whole slide histopathology images",2015,"Medical Imaging 2015: Digital Pathology 9420, 94200H","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11181817254158249202",131,"2020-08-12 21:56:32","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:Bg7qf7VwUHIC",,,,,23,4.60,5,5,5,""
23,"G Litjens, N Karssemeijer, H Huisman","A multi-atlas approach for prostate segmentation in MR images",2012,"MICCAI Grand Challenge: Prostate MR Image Segmentation","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8805040053427217807",132,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:DkZNVXde3BIC",2012,,,,23,2.88,8,3,8,""
22,"JCM Van Zelst, S Vreemann, HJ Witt, A Gubern-Merida, MD Dorrius, ...","Multireader study on the diagnostic accuracy of ultrafast breast magnetic resonance imaging for breast cancer screening",2018,"Investigative radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14278207744774406949",133,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:kJDgFkosVoMC",53,10,579,586,22,11.00,4,6,2,""
22,"JM Lesniak, R Hupse, R Blanc, N Karssemeijer, G Székely","Comparative evaluation of support vector machine classification for computer aided detection of breast masses in mammography",2012,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=683635356274851558",134,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ipzZ9siozwsC",57,16,5295,5295,22,2.75,4,5,8,""
22,"N Karssemeijer","In Mammograms",2002,"Image-processing techniques for tumor detection","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15193728889830755713",135,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:e5wmG9Sq2KIC",187,,,,22,1.22,22,1,18,""
21,"S Vreemann, A Rodriguez-Ruiz, D Nickel, L Heacock, L Appelman, ...","Compressed sensing for breast MRI: resolving the trade-off between spatial and temporal resolution",2017,"Investigative radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8986280950670397521",136,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:mUJArPsKIAAC",52,10,574,582,21,7.00,4,6,3,""
21,"K Holland, CH van Gils, RM Mann, N Karssemeijer","Quantification of masking risk in screening mammography with volumetric breast density maps",2017,"Breast cancer research and treatment","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14965501142326111206",137,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:uVUOdF_882EC",162,3,541,548,21,7.00,5,4,3,""
21,"PR Snoeren, N Karssemeijer","Simultaneous grayscale and geometric registration of images",2010,"US Patent 7,664,302","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7248158334454321928",138,"2020-08-12 21:56:32","Patent","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:eMMeJKvmdy0C",,,,,21,2.10,11,2,10,""
20,"MU Dalmış, S Vreemann, T Kooi, RM Mann, N Karssemeijer, ...","Fully automated detection of breast cancer in screening MRI using convolutional neural networks",2018,"Journal of Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14025750273420770243",139,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:65Yg0jNCQDAC",5,1,14502,14502,20,10.00,3,6,2,""
20,"BE Bejnordi, N Timofeeva, I Otte-Höller, N Karssemeijer, ...","Quantitative analysis of stain variability in histology slides and an algorithm for standardization",2014,"Medical Imaging 2014: Digital Pathology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12432893429390034088",140,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:HIFyuExEbWQC",9041,,904108,904108,20,3.33,4,5,6,""
20,"MGJ Kallenberg, N Karssemeijer","Compression paddle tilt correction in full-field digital mammograms",2012,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9781542785093686333",141,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:WqliGbK-hY8C",57,3,703,703,20,2.50,10,2,8,""
20,"M Kallenberg, N Karssemeijer","Computer-aided detection of masses in full-field digital mammography using screen-film mammograms for training",2008,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1413812771889032046",142,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ns9cj8rnVeAC",53,23,6879,6879,20,1.67,10,2,12,""
20,"M Samulski, N Karssemeijer","Matching mammographic regions in mediolateral oblique and cranio caudal views: a probabilistic approach",2008,"Medical Imaging 2008: Computer-Aided Diagnosis 6915, 69151M","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12671692002821730625",143,"2020-08-12 21:56:32","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:J_g5lzvAfSwC",,,,,20,1.67,10,2,12,""
20,"N Karssemeijer","Local orientation distribution as a function of spatial scale for detection of masses in mammograms",1999,"Biennial International Conference on Information Processing in Medical …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4460532311555312320",144,"2020-08-12 21:56:32","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:RYcK_YlVTxYC",,,,,20,0.95,20,1,21,""
19,"S Saadatmand, HA Geuzinge, EJT Rutgers, RM Mann, ...","MRI versus mammography for breast cancer screening in women with familial risk (FaMRIsc): a multicentre, randomised, controlled trial",2019,"The Lancet Oncology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15260137744364653571",145,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:ZqE1mSdD_DYC",20,8,1136,1147,19,19.00,4,5,1,""
19,"K Holland, I Sechopoulos, RM Mann, GJ Den Heeten, CH van Gils, ...","Influence of breast compression pressure on the performance of population-based mammography screening",2017,"Breast cancer research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15897061577657853702",146,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:HJSXoJQnj-YC",19,1,1,8,19,6.33,3,6,3,""
19,"JCM Van Zelst, B Platel, N Karssemeijer, RM Mann","Multiplanar reconstructions of 3D automated breast ultrasound improve lesion differentiation by radiologists",2015,"Academic radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5747981011507824307",147,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:buQ7SEKw-1sC",22,12,1489,1496,19,3.80,5,4,5,""
19,"H Liu, T Tan, J van Zelst, R Mann, N Karssemeijer, B Platel","Incorporating texture features in a computer-aided breast lesion diagnosis system for automated three-dimensional breast ultrasound",2014,"Journal of Medical Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10049699584799847554",148,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:u-coK7KVo8oC",1,2,24501,24501,19,3.17,3,6,6,""
19,"S Schalekamp, B van Ginneken, L Meiss, L Peters-Bax, LGBA Quekel, ...","Bone suppressed images improve radiologists’ detection performance for pulmonary nodules in chest radiographs",2013,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8460371450451194013",149,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:4hFrxpcac9AC",82,12,2399,2405,19,2.71,3,6,7,""
19,"T Tan, B Platel, RM Mann, H Huisman, N Karssemeijer","Chest wall segmentation in automated 3D breast ultrasound scans",2013,"Medical image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17157262863361426204",150,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:WZBGuue-350C",17,8,1273,1281,19,2.71,4,5,7,""
19,"R Visser, WJH Veldkamp, D Beijerinck, PAM Bun, JJM Deurenberg, ...","Increase in perceived case suspiciousness due to local contrast optimisation in digital screening mammography",2012,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8488911132953566154",151,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:UHK10RUVsp4C",22,4,908,914,19,2.38,3,6,8,""
18,"T Kooi, A Gubern-Merida, JJ Mordang, R Mann, R Pijnappel, K Schuur, ...","A comparison between a deep convolutional neural network and radiologists for classifying regions of interest in mammography",2016,"International Workshop on Breast Imaging","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5774304779995387763",152,"2020-08-12 21:56:32","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:DBa1UEJaJKAC",,,51,56,18,4.50,3,7,4,""
18,"G Van Schie, C Tanner, P Snoeren, M Samulski, K Leifland, MG Wallis, ...","Correlating locations in ipsilateral breast tomosynthesis views using an analytical hemispherical compression model",2011,"Physics in Medicine & Biology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15866260991456062910",153,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:tzM49s52ZIMC",56,15,4715,4715,18,2.00,3,7,9,""
18,"AAJ Roelofs, S van Woudenberg, JDM Otten, JHCL Hendriks, A Bödicker, ...","Effect of soft-copy display supported by CAD on mammography screening performance",2006,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16706916398824875552",154,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:hC7cP41nSMkC",16,1,45,52,18,1.29,3,6,14,""
18,"PR Snoeren, N Karssemeijer","Thickness correction of mammographic images by anisotropic filtering and interpolation of dense tissue",2005,"Medical Imaging 2005: Image Processing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=263805911348911436",155,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:M3NEmzRMIkIC",5747,,1521,1527,18,1.20,9,2,15,""
17,"E Gray, A Donten, N Karssemeijer, C van Gils, DG Evans, S Astley, ...","Evaluation of a stratified national breast screening program in the United Kingdom: an early model-based cost-effectiveness analysis",2017,"Value in Health","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2011977638032642580",156,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:kF1pexMAQbMC",20,8,1100,1109,17,5.67,2,7,3,""
17,"A Gubern-Mérida, S Vreemann, R Martí, J Melendez, S Lardenoije, ...","Automated detection of breast cancer in false-negative screening MRI studies from women at increased risk",2016,"European journal of radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1691742795221291249",157,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:48xauSegjOkC",85,2,472,479,17,4.25,3,6,4,""
17,"R Hupse, M Samulski, M Lobbes, A Den Heeten, MW Imhof-Tas, ...","Standalone computer-aided detection compared to radiologists’ performance for the detection of mammographic masses",2013,"European radiology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12703997379279415258",158,"2020-08-12 21:56:32","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:zLWjf1WUPmwC",23,1,93,100,17,2.43,3,6,7,""
17,"J Lesniak, R Hupse, M Kallenberg, M Samulski, R Blanc, N Karssemeijer, ...","Computer aided detection of breast masses in mammography using support vector machine classification",2011,"Medical Imaging 2011: Computer-Aided Diagnosis 7963, 79631K","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5157723055013579670",159,"2020-08-12 21:56:32","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:SeFeTyx0c_EC",,,,,17,1.89,2,7,9,""
17,"A Gubern-Mérida, M Kallenberg, R Marti, N Karssemeijer","Fully automatic fibroglandular tissue segmentation in breast MRI: atlas-based approach",2011,"MICCAI Workshop: breast image analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3060254826683519914",160,"2020-08-12 21:56:32","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ca7SqLQAAAAJ&cstart=100&pagesize=100&citation_for_view=ca7SqLQAAAAJ:5Ul4iDaHHb8C",,,73,80,17,1.89,4,4,9,""
