staff_id,ss_id,title,doi,ss_citations
123637526,6e733d61fef6612626c4c5350f143fc61db9a0da,Small airway segmentation in thoracic computed tomography scans: a machine learning approach,10.1088/1361-6560/aad2a1,14
123637526,6f0c30323e83f89d95b797f49a6c4464e0576e00,Computer-assisted chest radiography reading for tuberculosis screening in people living with diabetes mellitus.,10.5588/ijtld.17.0827,18
123637526,7f1eabb6591699816ccd89e7765a66dc54a7175c,Author Correction: White Matter and Gray Matter Segmentation in 4D Computed Tomography,10.1038/s41598-018-25729-6,0
123637526,80d1a72e3c8bf0e3457492b1f27a05ad6f5dd9a8,Comparison Study of Low-Cost Ultrasound Devices for Estimation of Gestational Age in Resource-Limited Countries.,10.1016/j.ultrasmedbio.2018.05.023,12
123637526,91d23b702b9a59bf75c5162c3250017b526c0e69,Why rankings of biomedical image analysis competitions should be interpreted with care,10.1038/s41467-018-07619-7,166
123637526,96438076b4dfa87956f55c0d8cef9c198de2beb7,Automatic liver tumor segmentation in CT with fully convolutional neural networks and object-based postprocessing,10.1038/s41598-018-33860-7,0
123637526,a2f7d760233f22f037d17c8196ea1463597e66e8,Classification of CT Pulmonary Opacities as Perifissural Nodules: Reader Variability.,10.1148/radiol.2018172771,32
123637526,a58015a59562caf325a3f05288147704c055ce8d,Using deep convolutional neural networks to identify and classify tumor-associated stroma in diagnostic breast biopsies,10.1038/s41379-018-0073-z,136
123637526,b3dc561dd990cebc626e10318b8582a198aa3571,iW-Net: an automatic and minimalistic interactive lung nodule segmentation deep network,10.1038/s41598-019-48004-8,55
123637526,c4c99492376b43d7120067f806aa2d000fbc0b2f,Deep learning approach for the detection and quantification of intraretinal cystoid fluid in multivendor optical coherence tomography.,10.1364/BOE.9.001545,111
123637526,ebb0d21c567909e31be5d43d72c8b3020f2708c9,Evaluation of the diagnostic accuracy of Computer-Aided Detection of tuberculosis on Chest radiography among private sector patients in Pakistan,10.1038/s41598-018-30810-1,41
123637526,ef537c1ce62c69018575d2c90b70024a32256ef5,Visual discrimination of screen-detected persistent from transient subsolid nodules: An observer study,10.1371/journal.pone.0191874,7
123637526,fa96430855d805c045335e70c0b60d3acb8c9a79,Why rankings of biomedical image analysis competitions should be interpreted with care,10.1038/s41467-018-07619-7,0
123637526,fd2239f855b044b6ebe9fac5e0e01951bc9eddb4,Evaluation of the diagnostic accuracy of Computer-Aided Detection of tuberculosis on Chest radiography among private sector patients in Pakistan,10.1038/s41598-018-30810-1,0
123637526,02a6b1ae18332136192bc7977c366e6340e5c62c,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,10.1371/journal.pone.0188902,10
123637526,1a3470626b24ccd510047925f80d21affde3c3b8,Automatic Calcium Scoring in Low-Dose Chest CT Using Deep Neural Networks With Dilated Convolutions,10.1109/TMI.2017.2769839,154
123637526,6119971f513cfa3a9dce2cff139f041f11bcb404,Robust Segmentation of the Full Cerebral Vasculature in 4D CT of Suspected Stroke Patients,10.1038/s41598-017-15617-w,0
123637526,8125ba843b6e5c20524c9b549398a368e0613d88,Automatic versus human reading of chest X-rays in the Zambia National Tuberculosis Prevalence Survey.,10.5588/ijtld.16.0851,20
123637526,855320ff1a3bda22505a8f9da2c24f56c5ee7712,Robust total retina thickness segmentation in optical coherence tomography images using convolutional neural networks.,10.1364/BOE.8.003292,114
123637526,86b9d39fb026746752f95f87f87fd26b8512c913,Corrigendum: Towards automatic pulmonary nodule management in lung cancer screening with deep learning,10.1038/srep46878,14
123637526,86bab119f07a492350c6cc7bd06ed91c73ee807a,White Matter and Gray Matter Segmentation in 4D Computed Tomography,10.1038/s41598-017-00239-z,24
123637526,925024223075dcc5b4db81f4b07eddf2cbdf4519,Location Sensitive Deep Convolutional Neural Networks for Segmentation of White Matter Hyperintensities,10.1038/s41598-017-05300-5,0
123637526,9ec13cc1fde3f48b96db330a11c523621f2ef6de,Fast and effective quantification of symmetry in medical images for pathology detection: Application to chest radiography,10.1002/mp.12127,5
123637526,a1aa321aa6892ab2478ec99f422d1110afe1fc7d,Fast interactive segmentation of the pulmonary lobes from thoracic computed tomography data,10.1088/1361-6560/aa7674,12
123637526,abdee0f36ad16d6c3064aee8e98c4b2bd6c691a0,Malignancy estimation of Lung-RADS criteria for subsolid nodules on CT: accuracy of low and high risk spectrum when using NLST nodules,10.1007/s00330-017-4842-8,13
123637526,af7a0c17980d8692f50adb16c63d02deed0d54ad,Malignancy risk estimation of pulmonary nodules in screening CTs: Comparison between a computer model and human observers,10.1371/journal.pone.0185032,29
123637526,b69fe5a837277ddbea5215d6bacd3a902e9d11ce,"Fifty years of computer analysis in chest imaging: rule-based, machine learning, deep learning",10.1007/s12194-017-0394-5,86
123637526,ba913e2c03ece1c75f0af4d16dd11c7ffbc6e3ba,Diagnostic Assessment of Deep Learning Algorithms for Detection of Lymph Node Metastases in Women With Breast Cancer,10.1001/jama.2017.14585,1913
123637526,bc86e211f26bd5c68e9548c1c215fa9605c6daa2,Lung-RADS Category 4X: Does It Improve Prediction of Malignancy in Subsolid Nodules?,10.1148/radiol.2017161624,45
123637526,bdba224a4595a84c0850c4bbc3d13b2582e4f08a,Computed tomographic findings in subjects who died from respiratory disease in the National Lung Screening Trial,10.1183/13993003.01814-2016,17
123637526,dcce31a81f66ba0502265cca7dbd9f8477eebf1f,Discriminating solitary cysts from soft tissue lesions in mammography using a pretrained deep convolutional neural network,10.1002/mp.12110,91
123637526,e15e0cd21632aa9d6643b314a4d1d1a6580f2b39,Computed tomography quantification of tracheal abnormalities in COPD and their influence on airflow limitation,10.1002/mp.12274,4
123637526,e29513095896df886ebef0e1c8f8e40b6990cd70,Automated Staging of Age-Related Macular Degeneration Using Optical Coherence Tomography.,10.1167/iovs.16-20541,86
123637526,e5fded74d443402884e88d8f7952d34d5371dedf,Automatic detection of the foveal center in optical coherence tomography.,10.1364/BOE.8.005160,28
123637526,e7f15929ff71a5a33af66ece92d707a7be7aebc8,White Matter and Gray Matter Segmentation in 4D Computed Tomography,10.1038/s41598-017-00239-z,0
123637526,e80b85ea45f4af6ed7278be42553ead2ee5b991d,"Malignancy risk estimation of screen-detected nodules at baseline CT: comparison of the PanCan model, Lung-RADS and NCCN guidelines",10.1007/s00330-017-4767-2,45
123637526,eb383f9d03fc189c9b3c7bb2e7132d5fdb07f067,Incidental perifissural nodules on routine chest computed tomography: lung cancer or not?,10.1007/s00330-017-5055-x,26
123637526,f2ea47c7c53d8728b0ba4f4f0edb945edf877d4c,Use of Volumetry for Lung Nodule Management: Theory and Practice.,10.1148/radiol.2017151022,97
123637526,f8d5915101494c63b044909b93b821caa688f220,A step towards measuring the fetal head circumference with the use of obstetric ultrasound in a low resource setting,10.1117/12.2253671,5
123637526,fb5c4bf41fd879c9c64028a817db7f7ab6aba429,Robust Segmentation of the Full Cerebral Vasculature in 4D CT of Suspected Stroke Patients,10.1038/s41598-017-15617-w,37
123637526,0023c0af3833ba26698ff22e236f3625f1533e86,Quantitative Dose Dependency Analysis of Whole-Brain CT Perfusion Imaging.,10.1148/radiol.2015142230,23
123637526,198800090856d9799b21c965032eab972e1ee578,A 4D CT digital phantom of an individual human brain for perfusion analysis,10.7717/peerj.2683,3
123637526,242895b9618a7225acb805571956c6843dae0858,Interleaving cerebral CT perfusion with neck CT angiography. Part II: clinical implementation and image quality,10.1007/s00330-016-4592-z,11
123637526,2de6f1a75703272b9140f19cfe83c0a42527ef72,Follow-up of CT-derived airway wall thickness: Correcting for changes in inspiration level improves reliability.,10.1016/j.ejrad.2016.09.009,8
123637526,2ebb428ce82dc699122e1a98d518e48d0c068ed0,Automatic differentiation of color fundus images containing drusen or exudates using a contextual spatial pyramid approach.,10.1364/BOE.7.000709,10
123637526,36f4a3250668a84acc6e3eff9f9b4f496dab24df,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities: Results of an Observer Study,10.1097/RTI.0000000000000195,6
123637526,3b198ccfa068ba133c3c1eae1c8beac1d2ce88e8,An automated tuberculosis screening strategy combining X-ray-based computer-aided detection and clinical information,10.1038/srep25265,99
123637526,47262a72c9c7bf5070b97e70b55c6190d1079260,Deep learning as a tool for increased accuracy and efficiency of histopathological diagnosis,10.1038/srep26286,776
123637526,670931e779bb4fe0dbb9a9bf3c00e5a53ce0f26b,The effect of late-phase contrast enhancement on semi-automatic software measurements of CT attenuation and volume of part-solid nodules in lung adenocarcinomas.,10.1016/j.ejrad.2016.03.027,14
123637526,6cc4abfa6775f257c9231648a24ac9d825b232dd,Interleaving cerebral CT perfusion with neck CT angiography part I. Proof of concept and accuracy of cerebral perfusion values,10.1007/s00330-016-4577-y,7
123637526,943bdf087596bb850f860c4074bfff718ffc7ce8,Subsolid pulmonary nodule morphology and associated patient characteristics in a routine clinical population,10.1007/s00330-016-4429-9,12
123637526,b9c37550bf40f47dd0ce71ac59490144fd7707e8,Smokers with emphysema and small airway disease on computed tomography have lower bone density,10.2147/COPD.S103680,13
123637526,c28aa351b0f9a74539a6d5c92fe4a7325dcbf4f8,Semi-automatic classification of textures in thoracic CT scans,10.1088/0031-9155/61/16/5906,5
123637526,cb695909a72f6a2b288bded8058ce8ab6398424c,Computer Vision Tool and Technician as First Reader of Lung Cancer Screening CT Scans,10.1016/j.jtho.2016.01.021,25
123637526,e571e6bec0974bb3d8b508183075258b783c9ec7,Fleischner recommendations for the management of subsolid pulmonary nodules: high awareness but limited conformance – a survey study,10.1007/s00330-016-4249-y,25
123637526,0586cbd2a31688a22dac13eafb768fa2edf56b47,Normalizing computed tomography data reconstructed with different filter kernels: effect on emphysema quantification,10.1007/s00330-015-3824-y,50
123637526,1727e0a37cb9a85f73d0ca4f64616e9ab5044c99,"Solid, Part-Solid, or Non-Solid?: Classification of Pulmonary Nodules in Low-Dose Chest Computed Tomography by a Computer-Aided Diagnosis System",10.1097/RLI.0000000000000121,46
123637526,1e265722259ad5880226c71ac082a6c8d6f11d84,Automated chest-radiography as a triage for Xpert testing in resource-constrained settings: a prospective study of diagnostic accuracy and costs,10.1038/srep12215,59
123637526,2da30c95504bfe2cb1e3c1058531db3226ac7780,Automatic identification of reticular pseudodrusen using multimodal retinal image analysis.,10.1167/iovs.14-15019,41
123637526,32cfbed76bd55d2aa3c2fa54652941d01994dc35,Novel genes for airway wall thickness identified with combined genome-wide association and expression analyses.,10.1164/rccm.201405-0840OC,25
123637526,5d64335056fe6f14983a92010a3b6ae8c92d4b73,Airway wall thickness associated with forced expiratory volume in 1 second decline and development of airflow limitation,10.1183/09031936.00020714,43
123637526,67ae0419e41a69c4796b9e18bf6f59814784a933,Computer-aided detection of pulmonary nodules: a comparative study using the public LIDC/IDRI database,10.1007/s00330-015-4030-7,92
123637526,95c6d05f35d82b06b155d05f1a8954e940991ab9,Robust semi-automatic segmentation of pulmonary subsolid nodules in chest computed tomography scans,10.1088/0031-9155/60/3/1307,73
123637526,a920a54da22d5e6114588d1ad78fadba534c1ad4,Observer Variability for Classification of Pulmonary Nodules on Low-Dose CT Images and Its Effect on Nodule Management.,10.1148/radiol.2015142700,148
123637526,c973f1bff6304e0e6d4656d1379d1414929b782f,Automatic detection of large pulmonary solid nodules in thoracic CT images.,10.1118/1.4929562,135
123637526,f00068fa78dee1aba549dda6d6dca018287bae61,Screening for pulmonary tuberculosis in a Tanzanian prison and computer-aided interpretation of chest X-rays.,10.5588/pha.15.0037,15
123637526,f948e6ceea98e653874bae245610957e54c76121,Timing-Invariant CT Angiography Derived from CT Perfusion Imaging in Acute Stroke: A Diagnostic Performance Study,10.3174/ajnr.A4376,19
123637526,fd9e39eec2414dfe630f8fbd82b093ef18f2f6b4,Parametric response mapping adds value to current computed tomography biomarkers in diagnosing chronic obstructive pulmonary disease.,10.1164/rccm.201411-2105LE,25
123637526,51d271d58ca1492055fa83f97019c34672c77dd0,Influence of study design in receiver operating characteristics studies: sequential versus independent reading,10.1117/1.JMI.1.1.015501,6
123637526,608a5409afa9a5f535d5b3f4776b75ae92ec9e26,A 4D digital phantom for patient-specific simulation of brain CT perfusion protocols.,10.1118/1.4881520,5
123637526,6b18013b756f365ee486e752272327a554ea841a,Computer-aided detection improves detection of pulmonary nodules in chest radiographs beyond the support by bone-suppressed images.,10.1148/radiol.14131315,65
123637526,6ca452a24dbe147205850148d98163481aa22dc6,Towards a close computed tomography monitoring approach for screen detected subsolid pulmonary nodules?,10.1183/09031936.00005914,84
123637526,76651ee9770b111f53dbcb92b3cb1174d3760073,Bone Suppression Increases the Visibility of Invasive Pulmonary Aspergillosis in Chest Radiographs,10.1371/journal.pone.0108551,15
123637526,7e2cc3c4c648d38b74c4fe802672198067ddebf7,Diagnostic Accuracy of Computer-Aided Detection of Pulmonary Tuberculosis in Chest Radiographs: A Validation Study from Sub-Saharan Africa,10.1371/journal.pone.0106381,76
123637526,955dc85fbe185045d897252e2c8cc45e851d95ae,Discriminating dominant computed tomography phenotypes in smokers without or with mild COPD.,10.1016/j.rmed.2013.08.014,32
123637526,98b95b0af8ba3c25a87ad5755519164fcfeee2d0,Improving mass candidate detection in mammograms via feature maxima propagation and local feature selection.,10.1118/1.4885995,6
123637526,ba7ca751b20644a47eceb276948d676bf42609fa,The Sensitivity and Specificity of Using a Computer Aided Diagnosis Program for Automatically Scoring Chest X-Rays of Presumptive TB Patients Compared with Xpert MTB/RIF in Lusaka Zambia,10.1371/journal.pone.0093757,81
123637526,bd9cd87e942d44cf6bd24a9a1105b4ec6c0883d5,New methods for using computer-aided detection information for the detection of lung nodules on chest radiographs.,10.1259/bjr.20140015,7
123637526,c1f2f36dc770001c2b6cbd287b7984e225eac117,Interactive lung segmentation in abnormal human and animal chest CT scans.,10.1118/1.4890597,8
123637526,d1db95a442a2c17c4e60e4fee01372fa400ff636,Cavity contour segmentation in chest radiographs using supervised learning and dynamic programming.,10.1118/1.4881096,6
123637526,dabf1c07425730421cd8e1bf4ad9d7fffb7b036f,Chest Radiography: New Technological Developments and Their Applications,10.1055/s-0033-1363447,17
123637526,14629625274f335f1c62fddf4caf435dde0489f6,"Subphenotypes of Mild-to-Moderate COPD by Factor and Cluster Analysis of Pulmonary Function, CT Imaging and Breathomics in a Population-Based Survey",10.3109/15412555.2012.744388,31
123637526,1e9cef47e4a4180ed74b89301ef2dbec30b66990,"Diagnosis of chronic obstructive pulmonary disease in lung cancer screening Computed Tomography scans: independent contribution of emphysema, air trapping and bronchial wall thickening",10.1186/1465-9921-14-59,63
123637526,2b7ad6d27f934c4983e5ea9b1fa391926989e59c,Automated segmentation of pulmonary structures in thoracic computed tomography scans: a review,10.1088/0031-9155/58/17/R187,67
123637526,41ec277af272f5fd6146fb13a8816289a464f6fd,Timing-Invariant Imaging of Collateral Vessels in Acute Ischemic Stroke,10.1161/STROKEAHA.111.000675,96
123637526,4e79aacf36a21b972e387d566141177e549469a0,CT Air Trapping Is Independently Associated with Lung Function Reduction over Time,10.1371/journal.pone.0061783,11
123637526,4f1105d82ae39f9705da50fc98f4b545d80723dc,Impact of bone suppression imaging on the detection of lung nodules in chest radiographs: analysis of multiple reading sessions,10.1117/12.2002799,3
123637526,529b7ddc8fb2f886b919b66ff8704b96fe16c0af,Low-dose CT measurements of airway dimensions and emphysema associated with airflow limitation in heavy smokers: a cross sectional study,10.1186/1465-9921-14-11,32
123637526,696f9c08ce42d9e71407d05987e5f3aa62fad108,Non-solid lung nodules on low-dose computed tomography: comparison of detection rate between 3 visualization techniques,10.1102/1470-7330.2013.0016,6
123637526,a53cbf0c57a5e06312397f04c0629c31731e26da,Detection of tuberculosis using digital chest radiography: automated reading vs. interpretation by clinical officers.,10.5588/ijtld.13.0325,62
123637526,a87ed4355c439f449612db464993e47922629779,Foreign object detection and removal to improve automated analysis of chest radiographs.,10.1118/1.4805104,8
123637526,b47eb89360053492a2c57e7474301f12260ac1ea,Automatic drusen quantification and risk assessment of age-related macular degeneration on color fundus images.,10.1167/iovs.12-11449,40
123637526,bec0446b87854ea9f5b0210565e3c49ace87f24e,Computer-aided segmentation and volumetry of artificial ground-glass nodules at chest CT.,10.2214/AJR.12.9640,31
123637526,c78606bf03806c66b3d24122d564173a448181ed,Bone suppressed images improve radiologists' detection performance for pulmonary nodules in chest radiographs.,10.1016/j.ejrad.2013.09.016,26
123637526,c8656b4c7a205284545931f3c11b92f7219c5ffa,Computed Tomography Structural Lung Changes in Discordant Airflow Limitation,10.1371/journal.pone.0065177,15
123637526,e0a4f8f3d89cf5b3bbf5db1be0ab370896e68498,Rate of progression of CT-quantified emphysema in male current and ex-smokers: a follow-up study,10.1186/1465-9921-14-55,30
123637526,f6f881961e305ee13ba292d599969a2ad8d1edcf,Semi-Automatic Quantification of Subsolid Pulmonary Nodules: Comparison with Manual Measurements,10.1371/journal.pone.0080249,29
123637526,0566f2dbb3c0d1e814b2067f6a14664bdcbb9881,Coronary artery calcium can predict all-cause mortality and cardiovascular events on low-dose CT screening for lung cancer.,10.2214/AJR.10.5577,72
123637526,177331ab3937bb17a77cf453ba6684d3ac028b22,Normal range of emphysema and air trapping on CT in young men.,10.2214/AJR.11.7808,50
123637526,656947026157a7e1248db7f764db9e09e98e3b18,Timing-invariant reconstruction for deriving high-quality CT angiographic data from cerebral CT perfusion data.,10.1148/radiol.11111068,63
123637526,846de900573aebb1a0f2b36dfd7d080cad255552,Pulmonary perifissural nodules on CT scans: rapid growth is not a predictor of malignancy.,10.1148/radiol.12112351,145
123637526,9b54fea05c39e8c1db7bcf55a970a1cc598a3398,Lung function decline in male heavy smokers relates to baseline airflow obstruction severity.,10.1378/chest.11-2837,22
123637526,9ca3badc4daf9fd3da93b868e84d06476393fc78,Toward automatic regional analysis of pulmonary function using inspiration and expiration thoracic CT.,10.1118/1.3687891,44
123637526,b10df775262da5a98ec6cf85403a7bbfd26c1aeb,Improved Arterial Visualization in Cerebral CT Perfusion–Derived Arteriograms Compared with Standard CT Angiography: A Visual Assessment Study,10.3174/ajnr.A3118,8
123637526,f2b3202d9635c6ec6114a21814eb02638ac82a05,Computed tomography-quantified emphysema distribution is associated with lung function decline,10.1183/09031936.00186311,65
123637526,11f3274c97ef62ae0fc888928ce0c939d03c79f7,CT-quantified emphysema in male heavy smokers: association with lung function decline,10.1136/thx.2010.145995,154
123637526,12e543454c9b14e372718e9618fa40685db83ad5,TIPS bilateral noise reduction in 4D CT perfusion scans produces high-quality cerebral blood flow maps,10.1088/0031-9155/56/13/008,77
123637526,145633f228eda9babfe3f73fa981c6787f66541d,A method for the automatic quantification of the completeness of pulmonary fissures: evaluation in a database of subjects with severe emphysema,10.1007/s00330-011-2278-0,64
123637526,5b54d066b85be837e4896989f53d10e0b13dbecb,Quantitative Computed Tomography in COPD: Possibilities and Limitations,10.1007/s00408-011-9353-9,109
123637526,8cce5c02b19e5f77784efa75cc6aac29c507a602,Association of the transfer coefficient of the lung for carbon monoxide with emphysema progression in male smokers,10.1183/09031936.00050711,22
123637526,c8ae5ea9ede39decae80e0e8f9a13b8b87fb6f75,Evaluation of a computer-aided diagnosis system for diabetic retinopathy screening on public data.,10.1167/iovs.10-6633,107
123637526,cb1fabd765f28f4e61a5e6771b1468cb9a113fc4,Computer-aided diagnosis: how to move from the laboratory to the clinic.,10.1148/radiol.11091710,237
123637526,ccd229b5d8ea29c484d4fa8fa9823899afb2a061,Identification of chronic obstructive pulmonary disease in lung cancer screening computed tomographic scans.,10.1001/jama.2011.1531,113
123637526,cfd171ef5dd78227c2253f32340d7d4c040d4444,Computer-aided detection as a decision assistant in chest radiography,10.1117/12.877968,6
123637526,d3fdf1be1b16875985db2121c467e852b2e6e319,Automatic localization of bifurcations and vessel crossings in digital fundus photographs using location regression,10.1117/12.878364,1
123637526,edc0d900d33d2ee0013dbb130d4f7956d77ebba9,The relationship between lung function impairment and quantitative computed tomography in chronic obstructive pulmonary disease,10.1007/s00330-011-2237-9,65
123637526,0081e840aeaaa405c804371a3768db33d86bab0e,Coronary artery calcification scoring in low-dose ungated CT screening for lung cancer: interscan agreement.,10.2214/AJR.09.3047,51
123637526,0af2a2b7fadd371abc1c8c46b6b37433478ae638,Computer-aided detection of lung cancer on chest radiographs: effect on observer performance.,10.1148/radiol.10092437,76
123637526,0ee868fc1c16664777ec71bbe38c9ad026e2525a,Modified Chrispin-Norman chest radiography score for cystic fibrosis: observer agreement and correlation with lung function,10.1007/s00330-010-1972-7,13
123637526,1ae278d37a894cb1d50a70c79b2db493f476631e,Automated aortic calcium scoring on low-dose chest computed tomography.,10.1118/1.3284211,37
123637526,2262ebcd92f9597d37813d0d3d27d397260cf674,Distribution of emphysema in heavy smokers: impact on pulmonary function.,10.1016/j.rmed.2009.08.004,28
123637526,375ac3921f2fe9516b01a35a37aedd05f2093836,Automatic segmentation of intracranial arteries and veins in four-dimensional cerebral CT perfusion scans.,10.1118/1.3397813,32
123637526,5061860bf1b8ac267814c07dd1eb8a895ef62091,Computer-aided diagnosis in chest imaging: How to improve performance and avoid reinventing the wheel,10.1109/isbi.2010.5490361,4
123637526,5aa81fedd2e09d24fd1ba706782a6ce24cde5483,Automatic segmentation of intracranial arteries and veins in four-dimensional cerebral CT perfusion scans.,,1
123637526,adbadde7bbe22a4cb6e99e2f39fea781fff1c048,Screening for lung cancer with digital chest radiography: sensitivity and number of secondary work-up CT examinations.,10.1148/radiol.09091308,43
123637526,e8c5a5edd60ed560edaa87fe335cabf1702e14c4,Comparing coronary artery calcium and thoracic aorta calcium for prediction of all-cause mortality and cardiovascular events on low-dose non-gated computed tomography in a high-risk population of heavy smokers.,10.1016/j.atherosclerosis.2009.09.031,129
123637526,1bdcdb8e63f995041451642c53c434face9033f7,Computer-aided diagnosis in chest radiography: beyond nodules.,10.1016/j.ejrad.2009.05.061,99
123637526,40cc7c929546e4422263fa844a8cd6f47d266ead,Computer-aided detection (CAD) of lung nodules and small tumours on chest radiographs.,10.1016/j.ejrad.2009.05.062,44
123637526,6f8ce3c9888cefd812fc1de939e5f7a73786152e,Airway segmentation and analysis for the study of mouse models of lung disease using micro-CT,10.1088/0031-9155/54/22/017,38
123637526,a4b778f8e002b34fd337ada732d5257c846495a9,Automatic lung segmentation from thoracic computed tomography scans using a hybrid approach with error detection.,10.1118/1.3147146,258
123637526,d2056f4696e6badb76a795147c1f7fbb07ecf076,Fast murine airway segmentation and reconstruction in micro-CT images,10.1117/12.811554,2
123637526,d64d150155c9e1995efae28446625f1dfced6031,Image Subtraction Facilitates Assessment of Volume and Density Change in Ground-Glass Opacities in Chest CT,10.1097/RLI.0b013e318197fcb7,20
123637526,e9a1022bef95937ea3a55df1ea1d5fd3aec2ebf5,Automated estimation of progression of interstitial lung disease in CT images.,10.1118/1.3264662,20
123637526,f3cac15257a142e4137eb93feb1ba1cf1127221a,A linking framework for pixel classification based retinal vessel segmentation,10.1117/12.811653,9
123637526,0445a1a0aa30c9ca41a8ab31463d617b849a0814,Evaluation of a System for Automatic Detection of Diabetic Retinopathy From Color Fundus Photographs in a Large Population of Patients With Diabetes,10.2337/dc08-0952,13
123637526,32b1b73e83b953b53cd4ac856e60df8692de1a08,Integrating local voxel classification and global shape models for medical image segmentation,10.1117/12.773209,0
123637526,399a236e0f31ec8a941285aae48be979bcd875ee,Can the extent of low-attenuation areas on CT scans really demonstrate changes in the severity of emphysema?,10.1148/radiol.2471071608,8
123637526,9d9799545cca4d430a3e3edcce2fc0b6c8ba99c3,Automated localization of the optic disc and the fovea,10.1109/IEMBS.2008.4649969,43
123637526,a2b3e40177c39708de5fa5bb28c224c94bc0e142,Anniversary paper: image processing and manipulation through the pages of Medical Physics.,,3
123637526,a2f3a3a2d800b5ebba57a7df9b66865bd190e6a6,Anniversary Paper: Image processing and manipulation through the pages ofMedical Physics.,10.1118/1.2977537,7
123637526,6a1e5f1ff1b3106d160cb1e486fb9611252c393d,"Automated detection and differentiation of drusen, exudates, and cotton-wool spots in digital color fundus photographs for diabetic retinopathy diagnosis.",10.1167/IOVS.06-0996,412
123637526,7cfbf15d759f47f3a2055e28a455237d279a5c48,Computer-aided detection of interstitial abnormalities in chest radiographs using a reference standard based on computed tomography.,,21
123637526,82a456a6d5fec100feaeeeffa1dbfc24754ccc12,Monitoring of smoking-induced emphysema with CT in a lung cancer screening setting: detection of real increase in extent of emphysema.,10.1148/RADIOL.2443061330,68
123637526,9c07ff13ddc83e02c2432b48886cfa9717cc196b,Computer-aided detection of interstitial abnormalities in chest radiographs using a reference standard based on computed tomography.,10.1118/1.2795672,19
123637526,b717ba083290575d9176a4620c3abe46a949cbeb,Detection of coronary calcifications from computed tomography scans for automated risk assessment of coronary artery disease.,10.1118/1.2710548,95
123637526,49275fd7093f7c35353e84fb47fe43a2be9b1665,Supervised probabilistic segmentation of pulmonary nodules in CT scans.,,3
123637526,cb724200872323436552c2303f4d8f3ae9ea7d1a,"Automated classification of hyperlucency, fibrosis, ground glass, solid, and focal lesions in high-resolution CT of the lung.",10.1118/1.2207131,75
123637526,f875a55eb7cd0a9ccb22a7419fd3a40b4d333d0c,A pattern recognition approach to enhancing structures in 3D CT data,10.1117/12.651138,2
123637526,bbc76f4964bdb6db523ab9e9b6052755718f2f3e,Automated coronary calcification detection and scoring,10.1109/ISPA.2005.195396,3
123637526,9d694a982ab413c311ead393c98a844394752044,Detection of interstitial lung disease in PA chest radiographs,10.1117/12.535307,8
123637526,a996f17647b43c0af7b6d024b35cb990abdaf10c,Automatic detection of calcifications in the aorta from CT scans of the abdomen. 3D computer-aided diagnosis.,,19
123637526,e2e040d3f75ff4e4c04b281f46163806f80ebcce,Computer-aided diagnosis in high resolution CT of the lungs.,10.1118/1.1624771,167
123637526,793cc33a9f29953685ca942d513e82870e9ccd13,A non-linear gray-level appearance model improves active shape model segmentation,10.1109/MMBIA.2001.991735,43
123637526,9d9ab68f1203691be52eab07457ffb7bf6bfdc2b,Automatic segmentation of lung fields in chest radiographs.,,89
143613202,0e7ef01ded474485f8f715342f18907f451526c5,Fully Automated Tumor Bud Assessment in Hematoxylin and Eosin Stained Whole Slide Images of Colorectal Cancer.,10.1016/j.modpat.2023.100233,0
143613202,6ab3424f10b236c992d823568dfca2075e2ad46e,Abstract P2-11-34: Mitotic spindle hotspot counting using deep learning networks is highly associated with clinical outcomes in patients with early-stage triple-negative breast cancer who did not receive systemic therapy,10.1158/1538-7445.sabcs22-p2-11-34,0
143613202,935f46ae7c1a5be1ed7a5e176db38fb919bf30df,Deep learning based tumor–stroma ratio scoring in colon cancer correlates with microscopic assessment,10.1016/j.jpi.2023.100191,2
143613202,af346d53f267840fc87db7ff4f1ff1b97cfe713a,LYSTO: The Lymphocyte Assessment Hackathon and Benchmark Dataset,10.48550/arXiv.2301.06304,0
143613202,be741d6f455a941f206de7fecb44f81678f385bf,Semi-Supervised Learning to Automate Tumor Bud Detection in Cytokeratin-Stained Whole-Slide Images of Colorectal Cancer,10.3390/cancers15072079,0
143613202,f63d82385cfe245d5b4241baabf417ab4476912b,Multi-resolution deep learning characterizes tertiary lymphoid structures in solid tumors,10.1101/2023.04.03.535381,0
143613202,f7c9d9a217387d3a73a39b232a3bc14e6706b533,Deep learning for multi-class semantic segmentation enables colorectal cancer detection and classification in digital pathology images,10.1038/s41598-023-35491-z,0
143613202,18e784586cb41d5dfc28e84f4f1c390086c6516d,Mitosis domain generalization in histopathology images - The MIDOG challenge,10.1016/j.media.2022.102699,23
143613202,1d7cb6f85cf6478da6fef4d5630f02aa3a053f8c,CONVOLUTIONAL NEURAL NETWORKS FOR THE EVALUATION OF CHRONIC AND INFLAMMATORY LESIONS IN KIDNEY TRANSPLANT BIOPSIES.,10.1016/j.ajpath.2022.06.009,7
