staff_id,staff_name,staff_from,staff_till,ss_year,ss_id,title,doi,ss_citations
1745574,Nico Karssemeijer,1989,2022,2012,2e9f8b4b54a8490de211b7d9a72148d3b7816939,Abstract A116: Inter-scan reproducibility of mammographic density measurements,10.1158/1940-6207.PREV-12-A116,0
123637526,Bram van Ginneken,1996,9999,2016,2ebb428ce82dc699122e1a98d518e48d0c068ed0,Automatic differentiation of color fundus images containing drusen or exudates using a contextual spatial pyramid approach.,10.1364/BOE.7.000709,10
144085811,Clarisa Sanchez,2008,2021,2016,2ebb428ce82dc699122e1a98d518e48d0c068ed0,Automatic differentiation of color fundus images containing drusen or exudates using a contextual spatial pyramid approach.,10.1364/BOE.7.000709,10
123637526,Bram van Ginneken,1996,9999,2021,2ec542363d2a49670ed24d035a1caa4472fac474,Computer-aided diagnosis of masses in breast computed tomography imaging: deep learning model with combined handcrafted and convolutional radiomic features,10.1117/1.JMI.8.2.024501,3
8038506,Bram van Ginneken,1996,9999,2006,2ee501f792ae098305ec14a721755a387cb01309,Image structure clustering for image quality verification of color retina images in diabetic retinopathy screening,10.1016/J.MEDIA.2006.09.006,142
1745574,Nico Karssemeijer,1989,2022,2005,2ef80dbd4ef99216073e7287dfd6f785d1a15877,Regrouping initial CAD mass detections to facilitate classification of suspicious regions in mammography,10.1117/12.595205,2
1419819133,Cornelia Schaefer-Prokop,2010,9999,2012,2f10f440accedc9e5cac27b58f606939d41b9c0b,Comparison of automated 4-chamber cardiac views versus axial views for measuring right ventricular enlargement in patients with suspected pulmonary embolism.,10.1016/j.ejrad.2011.01.041,17
8038506,Bram van Ginneken,1996,9999,2022,2f2182f8e55be5a85c1316cd1b181cd5c85c106c,Metrics reloaded: Pitfalls and recommendations for image analysis validation,10.48550/arXiv.2206.01653,46
145959882,Geert Litjens,2016,9999,2022,2f2182f8e55be5a85c1316cd1b181cd5c85c106c,Metrics reloaded: Pitfalls and recommendations for image analysis validation,10.48550/arXiv.2206.01653,46
34754023,Henjan Huisman,1992,9999,2014,2f39694d368806dbf90c898dcadb23fa4d2a0ba2,Distinguishing prostate cancer from benign confounders via a cascaded classifier on multi-parametric MRI,10.1117/12.2043751,18
1419819133,Cornelia Schaefer-Prokop,2010,9999,2012,2f3bebbb947b31dc3f81d4ac5f7e1414e3172f25,Acute pulmonary embolism: effect of a computer-assisted detection prototype on diagnosis--an observer study.,10.1148/radiol.11110372,37
2657081,Rashindra Manniesing,2010,2021,2011,2f7749b662adea99d4231d993319f7f24afb844b,Intracranial aneurysm segmentation in 3D CT angiography: method and quantitative validation with and without prior noise filtering.,10.1016/j.ejrad.2010.02.015,48
8038506,Bram van Ginneken,1996,9999,2015,2fa5f435f41242e8ef053e94ae7af400014ca7d3,"Erratum: Towards a close computed tomography monitoring approach for screen detected subsolid pulmonary nodules? (vol 45, pg 765, 2015)",10.1183/09031936.50005914,0
2895994,Colin Jacobs,2010,9999,2015,2fa5f435f41242e8ef053e94ae7af400014ca7d3,"Erratum: Towards a close computed tomography monitoring approach for screen detected subsolid pulmonary nodules? (vol 45, pg 765, 2015)",10.1183/09031936.50005914,0
2657081,Rashindra Manniesing,2010,2021,2016,2fbd158c39a795d294b80591f85305b95b2cff58,Review: Mechanical Characterization of Carotid Arteries and Atherosclerotic Plaques,10.1109/TUFFC.2016.2572260,32
145388932,Jeroen van der Laak,1991,9999,2018,30027db82f4eb242a2ee05973cabb06c8f02bd73,Automatic segmentation of histopathological slides of renal tissue using deep learning,10.1117/12.2293717,42
145959882,Geert Litjens,2016,9999,2018,30027db82f4eb242a2ee05973cabb06c8f02bd73,Automatic segmentation of histopathological slides of renal tissue using deep learning,10.1117/12.2293717,42
1419819133,Cornelia Schaefer-Prokop,2010,9999,2021,3010f9979ea45dd6a6ff9076bfb155fb2a215e4d,Chest CT Diagnosis and Clinical Management of Drug-related Pneumonitis in Patients Receiving Molecular Targeting Agents and Immune Checkpoint Inhibitors: A Position Paper from the Fleischner Society.,10.1016/j.chest.2020.11.027,28
2895994,Colin Jacobs,2010,9999,2020,302fbaac065fe76b0f8d6e2bccc8c715d1ab230a,Typical CT Features of Intrapulmonary Lymph Nodes: A Review.,10.1148/ryct.2020190159,7
8038506,Bram van Ginneken,1996,9999,2020,302fbaac065fe76b0f8d6e2bccc8c715d1ab230a,Typical CT Features of Intrapulmonary Lymph Nodes: A Review.,10.1148/ryct.2020190159,7
1419819133,Cornelia Schaefer-Prokop,2010,9999,2020,302fbaac065fe76b0f8d6e2bccc8c715d1ab230a,Typical CT Features of Intrapulmonary Lymph Nodes: A Review.,10.1148/ryct.2020190159,7
1745574,Nico Karssemeijer,1989,2022,2014,30562d0cc6cfc7526d678103b46d02e446af2df8,Automated Characterization of Breast Lesions Imaged With an Ultrafast DCE-MR Protocol,10.1109/TMI.2013.2281984,60
1798137,Bram Platel,2010,2019,2014,30562d0cc6cfc7526d678103b46d02e446af2df8,Automated Characterization of Breast Lesions Imaged With an Ultrafast DCE-MR Protocol,10.1109/TMI.2013.2281984,60
1745574,Nico Karssemeijer,1989,2022,2017,3096798a92ab0829ceb1d601d002dd47dc49e156,Deep learning-based assessment of tumor-associated stroma for diagnosing breast cancer in histopathology images,10.1109/ISBI.2017.7950668,61
145388932,Jeroen van der Laak,1991,9999,2017,3096798a92ab0829ceb1d601d002dd47dc49e156,Deep learning-based assessment of tumor-associated stroma for diagnosing breast cancer in histopathology images,10.1109/ISBI.2017.7950668,61
144085811,Clarisa Sanchez,2008,2021,2012,30a5be97d463a7e30248c1c5cc3511ded6205d8f,Contextual computer-aided detection: Improving bright lesion detection in retinal images and coronary calcification identification in CT scans,10.1016/j.media.2011.05.004,44
8038506,Bram van Ginneken,1996,9999,2012,30a5be97d463a7e30248c1c5cc3511ded6205d8f,Contextual computer-aided detection: Improving bright lesion detection in retinal images and coronary calcification identification in CT scans,10.1016/j.media.2011.05.004,44
1745574,Nico Karssemeijer,1989,2022,2007,30db5b40f4fa6ef3dd7bb605a6de5b6d3e9d039a,Medical Imaging 2007: Computer-Aided Diagnosis,,1
2913408,Nikolas Lessman,2019,2022,2019,30dca929aeddfe3e24bfabaaeed66b3882c1fb4e,Automatic brain tissue segmentation in fetal MRI using convolutional neural networks,10.1016/j.mri.2019.05.020,80
8038506,Bram van Ginneken,1996,9999,2009,31379d21a9c062f56598616eaf4b24b539c3dd8d,Automatic segmentation of the airway tree from thoracic CT scans using a multi-threshold approach,,37
145441238,Jeroen van der Laak,1991,9999,2021,3152b6a040739addfff22ef8bf7e6d65775ab0d0,Parietal epithelial cells maintain the epithelial cell continuum forming Bowman's space in focal segmental glomerulosclerosis,10.1242/dmm.046342,3
144085811,Clarisa Sanchez,2008,2021,2015,31be3cce5c1e9ae715c5fa2d97d1c0ea5b23223a,Localized Energy-Based Normalization of Medical Images: Application to Chest Radiography,10.1109/TMI.2015.2418031,34
8038506,Bram van Ginneken,1996,9999,2015,31be3cce5c1e9ae715c5fa2d97d1c0ea5b23223a,Localized Energy-Based Normalization of Medical Images: Application to Chest Radiography,10.1109/TMI.2015.2418031,34
34754023,Henjan Huisman,1992,9999,2023,31c44bb386353af1a2dc76bd533eff7433424c45,Quantifiable Measures of Abdominal Wall Motion for Quality Assessment of Cine-MRI Slices in Detection of Abdominal Adhesions,10.3390/jimaging9050092,0
2913408,Nikolas Lessman,2019,2022,2019,31d77e71f4151452d18b69a5649a64df561f6af7,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers.,10.1016/j.jcmg.2018.10.026,15
123637526,Bram van Ginneken,1996,9999,2019,31d77e71f4151452d18b69a5649a64df561f6af7,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers.,10.1016/j.jcmg.2018.10.026,15
8038506,Bram van Ginneken,1996,9999,2011,31f676889affcf561b077e661380e5fd945aabba,Evaluation of Registration Methods on Thoracic CT: The EMPIRE10 Challenge,10.1109/TMI.2011.2158349,442
2074975080,Matthieu Rutten,2019,9999,2020,31f7b71202b51458d19599160be61c9052476c29,Erratum: Present Status of Musculoskeletal Radiology in Europe: International Survey by the European Society of Musculoskeletal Radiology (ESSR),10.1055/s-0040-1722564,2
123637526,Bram van Ginneken,1996,9999,2018,31fcc17602042b10feb635eac64cc829e88fa8d2,ES01.03 Deep Machine Learning for Screening LDCT,10.1016/j.jtho.2018.08.020,0
34754023,Henjan Huisman,1992,9999,2011,32140172193a5850bd55f81b626262b845661d4f,"Prostate Cancer Imaging. Image Analysis and Image-Guided Interventions - International Workshop, Held in Conjunction with MICCAI 2011, Toronto, Canada, September 22, 2011. Proceedings",10.1007/978-3-642-23944-1,13
1745574,Nico Karssemeijer,1989,2022,1996,328a63a444a23693caa473d92e726efc1503c680,Staging urinary bladder cancer after transurethral biopsy: value of fast dynamic contrast-enhanced MR imaging.,10.1148/RADIOLOGY.201.1.8816542,186
123637526,Bram van Ginneken,1996,9999,2020,32a8259a781ea7255621b0cbdeecfa8d03d7e0bd,Relational Modeling for Robust and Efficient Pulmonary Lobe Segmentation in CT Scans,10.1109/tmi.2020.2995108,65
2895994,Colin Jacobs,2010,9999,2020,32a8259a781ea7255621b0cbdeecfa8d03d7e0bd,Relational Modeling for Robust and Efficient Pulmonary Lobe Segmentation in CT Scans,10.1109/tmi.2020.2995108,65
123637526,Bram van Ginneken,1996,9999,2008,32b1b73e83b953b53cd4ac856e60df8692de1a08,Integrating local voxel classification and global shape models for medical image segmentation,10.1117/12.773209,0
123637526,Bram van Ginneken,1996,9999,2015,32cfbed76bd55d2aa3c2fa54652941d01994dc35,Novel genes for airway wall thickness identified with combined genome-wide association and expression analyses.,10.1164/rccm.201405-0840OC,25
8038506,Bram van Ginneken,1996,9999,2015,32eab666e2a48a743f3d278ed9974582e513553d,A Novel Multiple-Instance Learning-Based Approach to Computer-Aided Detection of Tuberculosis on Chest X-Rays,10.1109/TMI.2014.2350539,98
144085811,Clarisa Sanchez,2008,2021,2015,32eab666e2a48a743f3d278ed9974582e513553d,A Novel Multiple-Instance Learning-Based Approach to Computer-Aided Detection of Tuberculosis on Chest X-Rays,10.1109/TMI.2014.2350539,98
34754023,Henjan Huisman,1992,9999,2021,32fb40cb7d2abc53a1f56c94fe592b0c39870901,Prediction of prostate cancer grade using fractal analysis of perfusion MRI: retrospective proof-of-principle study,10.1007/s00330-021-08394-8,6
1745574,Nico Karssemeijer,1989,2022,2008,32fbe24d39ceed1d26bbc023bbcffeb96a1a784e,The effect of training with SFM images in a FFDM CAD system,10.1117/12.767681,1
145441238,Jeroen van der Laak,1991,9999,2013,332d264601e6b6f6b6dbfadb58d73b7dd248276d,Effects of Dual Targeting of Tumor Cells and Stroma in Human Glioblastoma Xenografts with a Tyrosine Kinase Inhibitor against c-MET and VEGFR2,10.1371/journal.pone.0058262,72
1419819133,Cornelia Schaefer-Prokop,2010,9999,2011,3363021df95dabbccfb6e95762195b67c9d8a259,Computer-aided detection of small pulmonary nodules in chest radiographs: an observer study.,10.1016/j.acra.2011.08.008,26
34754023,Henjan Huisman,1992,9999,2009,336b5a32e73a31cbc276d6dd0750e5ca42cfe073,3D Cardiac Segmentation Using Temporal Correlation of Radio Frequency Ultrasound Data,10.1007/978-3-642-04271-3_112,9
8038506,Bram van Ginneken,1996,9999,2010,338b5d8af7633715a9062049ac8445c8b830df6d,Interactively learning a patient specific k-nearest neighbor classifier based on confidence weighted samples,10.1109/ISBI.2010.5490287,1
1745574,Nico Karssemeijer,1989,2022,2009,33d9ad8ffba587147b72dbf8e166f30d5170ee99,The use of contextual information for computer aided detection of masses in mammograms,10.1117/12.812233,7
34754023,Henjan Huisman,1992,9999,2015,33efdb691cbcc9a4650f3f2a2fbf6c4121d2e132,Detection and Diagnosis of Prostate Cancer in MR,10.1201/B18191-23,0
1745574,Nico Karssemeijer,1989,2022,2012,3445afb3f23bd3b01196a322e648767a12bbdc67,Intensity-Based MRI to X-ray Mammography Registration with an Integrated Fast Biomechanical Transformation,10.1007/978-3-642-31271-7_7,10
34754023,Henjan Huisman,1992,9999,2012,3445afb3f23bd3b01196a322e648767a12bbdc67,Intensity-Based MRI to X-ray Mammography Registration with an Integrated Fast Biomechanical Transformation,10.1007/978-3-642-31271-7_7,10
145441238,Jeroen van der Laak,1991,9999,2014,344af32e6757f88f16ad8703b4f634a8dedcc545,Correlation Between In Vivo 18F-FDG PET and Immunohistochemical Markers of Glucose Uptake and Metabolism in Pheochromocytoma and Paraganglioma,10.2967/jnumed.114.137034,63
1745574,Nico Karssemeijer,1989,2022,1999,344e4a1363dad274ac88f6887d509e84340f1e8c,[Reading screening mammograms with the help of neural networks].,,8
144085811,Clarisa Sanchez,2008,2021,2019,34559bb0d95c5166625945eef9b53b21a30838fa,Automatic Segmentation of Drusen and Exudates on Color Fundus Images using Generative Adversarial Networks,,1
1419819133,Cornelia Schaefer-Prokop,2010,9999,2020,3485a5391ad97f3e10b2effde94a6d3d720a4b6c,Establishing diagnostic criteria and treatment of subsegmental pulmonary embolism: A Delphi analysis of experts,10.1002/rth2.12422,12
145388932,Jeroen van der Laak,1991,9999,2016,3487257137f253ce44733bc433e14249a87c07ad,Whole Mastectomy Volume Reconstruction from 2D Radiographs and Its Mapping to Histology,10.1007/978-3-319-41546-8_46,4
1798137,Bram Platel,2010,2019,2016,3487257137f253ce44733bc433e14249a87c07ad,Whole Mastectomy Volume Reconstruction from 2D Radiographs and Its Mapping to Histology,10.1007/978-3-319-41546-8_46,4
1745574,Nico Karssemeijer,1989,2022,2016,3487257137f253ce44733bc433e14249a87c07ad,Whole Mastectomy Volume Reconstruction from 2D Radiographs and Its Mapping to Histology,10.1007/978-3-319-41546-8_46,4
144085811,Clarisa Sanchez,2008,2021,2011,34b4319c0c79dd9bdd4eddcca7b3095624d8cdcb,[Automatic detection of microaneurysms in colour fundus images].,10.1016/j.oftal.2011.04.015,4
1745574,Nico Karssemeijer,1989,2022,2006,35ad1f356614dfd1fa89f11720f00e25546eb996,Use of border information in the classification of mammographic masses,10.1088/0031-9155/51/2/016,100
1419819133,Cornelia Schaefer-Prokop,2010,9999,2021,35af94bb3f5654ef60446d79e88621043fb7b543,Assisted versus Manual Interpretation of Low-Dose CT Scans for Lung Cancer Screening: Impact on Lung-RADS Agreement.,10.1148/rycan.2021200160,4
123637526,Bram van Ginneken,1996,9999,2021,35af94bb3f5654ef60446d79e88621043fb7b543,Assisted versus Manual Interpretation of Low-Dose CT Scans for Lung Cancer Screening: Impact on Lung-RADS Agreement.,10.1148/rycan.2021200160,4
2895994,Colin Jacobs,2010,9999,2021,35af94bb3f5654ef60446d79e88621043fb7b543,Assisted versus Manual Interpretation of Low-Dose CT Scans for Lung Cancer Screening: Impact on Lung-RADS Agreement.,10.1148/rycan.2021200160,4
34754023,Henjan Huisman,1992,9999,2007,35b0e9227e6a3141518aa6791d233272d003ce3a,Automated analysis of contrast enhancement in breast MRI lesions using mean shift clustering for ROI selection,10.1002/JMRI.21026,41
1745574,Nico Karssemeijer,1989,2022,2007,35b0e9227e6a3141518aa6791d233272d003ce3a,Automated analysis of contrast enhancement in breast MRI lesions using mean shift clustering for ROI selection,10.1002/JMRI.21026,41
143613202,Francesco Ciompi,2013,9999,2019,35e93be1c4ea5d3740680d4397c050116c117667,Needles in Haystacks: On Classifying Tiny Objects in Large Images,,16
8038506,Bram van Ginneken,1996,9999,2009,35ed683f966071aa4d9e428ebdc7b245a310f9ea,Automatic Segmentation of Pulmonary Segments From Volumetric Chest CT Scans,10.1109/TMI.2008.2008968,113
145388932,Jeroen van der Laak,1991,9999,2019,35ee6606ec99b5bf282a0c5f400edbd16a6e22d9,Quantifying the effects of data augmentation and stain color normalization in convolutional neural networks for computational pathology,10.1016/j.media.2019.101544,308
143613202,Francesco Ciompi,2013,9999,2019,35ee6606ec99b5bf282a0c5f400edbd16a6e22d9,Quantifying the effects of data augmentation and stain color normalization in convolutional neural networks for computational pathology,10.1016/j.media.2019.101544,308
145959882,Geert Litjens,2016,9999,2019,35ee6606ec99b5bf282a0c5f400edbd16a6e22d9,Quantifying the effects of data augmentation and stain color normalization in convolutional neural networks for computational pathology,10.1016/j.media.2019.101544,308
144085811,Clarisa Sanchez,2008,2021,2019,35ee9b3f930d9e5f3d8ad2e2d95f37e7777de8a9,Genetic risk score has added value over initial clinical grading stage in predicting disease progression in age-related macular degeneration Genetic risk score has added value over initial clinical grading stage in predicting disease,,0
8038506,Bram van Ginneken,1996,9999,2023,362c510dec0d566d22d5be3af0519fc7eec8bb86,Uncertainty-Aware Multiple-Instance Learning for Reliable Classification: Application to Optical Coherence Tomography,,0
2895994,Colin Jacobs,2010,9999,2020,367878e980e109d80ad80066cec1961a940614ec,Lung cancer screening by nodule volume in Lung-RADS v1.1: negative baseline CT yields potential for increased screening interval,10.1007/s00330-020-07275-w,22
123637526,Bram van Ginneken,1996,9999,2020,367878e980e109d80ad80066cec1961a940614ec,Lung cancer screening by nodule volume in Lung-RADS v1.1: negative baseline CT yields potential for increased screening interval,10.1007/s00330-020-07275-w,22
1419819133,Cornelia Schaefer-Prokop,2010,9999,2020,367878e980e109d80ad80066cec1961a940614ec,Lung cancer screening by nodule volume in Lung-RADS v1.1: negative baseline CT yields potential for increased screening interval,10.1007/s00330-020-07275-w,22
1745574,Nico Karssemeijer,1989,2022,2014,3679f6f835dac7059cf470c5251b6e7f3e748359,Learning from unbalanced data: A cascade-based approach for detecting clustered microcalcifications,10.1016/j.media.2013.10.014,73
8038506,Bram van Ginneken,1996,9999,2015,368d4191051016d050fd0c7bd1e166ada03ce00a,Detection of Lung Nodules in Chest Radiography,10.1201/B18191-11,2
1798137,Bram Platel,2010,2019,2014,36bf988923abcd7b6c814ec4306da014a5a6eaa4,Towards Spatial Correspondence between Specimen and In-vivo Breast Imaging,10.1007/978-3-319-07887-8_93,5
145388932,Jeroen van der Laak,1991,9999,2014,36bf988923abcd7b6c814ec4306da014a5a6eaa4,Towards Spatial Correspondence between Specimen and In-vivo Breast Imaging,10.1007/978-3-319-07887-8_93,5
1745574,Nico Karssemeijer,1989,2022,2014,36bf988923abcd7b6c814ec4306da014a5a6eaa4,Towards Spatial Correspondence between Specimen and In-vivo Breast Imaging,10.1007/978-3-319-07887-8_93,5
1745574,Nico Karssemeijer,1989,2022,2016,36f4a3250668a84acc6e3eff9f9b4f496dab24df,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities: Results of an Observer Study,10.1097/RTI.0000000000000195,7
1419819133,Cornelia Schaefer-Prokop,2010,9999,2016,36f4a3250668a84acc6e3eff9f9b4f496dab24df,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities: Results of an Observer Study,10.1097/RTI.0000000000000195,7
123637526,Bram van Ginneken,1996,9999,2016,36f4a3250668a84acc6e3eff9f9b4f496dab24df,The Effect of Supplementary Bone-Suppressed Chest Radiographs on the Assessment of a Variety of Common Pulmonary Abnormalities: Results of an Observer Study,10.1097/RTI.0000000000000195,7
1745574,Nico Karssemeijer,1989,2022,2015,36fb5c86a92b941f0754cb864e2c4c70b21b7b7d,Assessment of Breast Density,10.1201/B18191-7,0
8038506,Bram van Ginneken,1996,9999,2014,37152c02e2e92a6c796c062ccb749974197d4f0c,"Contribution of CT Quantified Emphysema, Air Trapping and Airway Wall Thickness on Pulmonary Function in Male Smokers With and Without COPD",10.3109/15412555.2014.933952,46
144085811,Clarisa Sanchez,2008,2021,2013,3740f221395f8283dfc90cf82449321c96034d73,Suppression of Translucent Elongated Structures: Applications in Chest Radiography,10.1109/TMI.2013.2274212,30
8038506,Bram van Ginneken,1996,9999,2013,3740f221395f8283dfc90cf82449321c96034d73,Suppression of Translucent Elongated Structures: Applications in Chest Radiography,10.1109/TMI.2013.2274212,30
123637526,Bram van Ginneken,1996,9999,2010,375ac3921f2fe9516b01a35a37aedd05f2093836,Automatic segmentation of intracranial arteries and veins in four-dimensional cerebral CT perfusion scans.,10.1118/1.3397813,32
144085811,Clarisa Sanchez,2008,2021,2010,378dddb8472d1dd8e8bf18fc670916cdda4d4c1e,Retinopathy Online Challenge: Automatic Detection of Microaneurysms in Digital Color Fundus Photographs,10.1109/TMI.2009.2033909,508
8038506,Bram van Ginneken,1996,9999,2010,378dddb8472d1dd8e8bf18fc670916cdda4d4c1e,Retinopathy Online Challenge: Automatic Detection of Microaneurysms in Digital Color Fundus Photographs,10.1109/TMI.2009.2033909,508
2074975080,Matthieu Rutten,2019,9999,2022,37a282e170103af22fc2ff850385a340c4394760,"The importance of multi-modal imaging and clinical information for humans and AI-based algorithms to classify breast masses (INSPiRED 003): an international, multicenter analysis",10.1007/s00330-021-08519-z,5
1745574,Nico Karssemeijer,1989,2022,2017,37dd5df4c173aac442ea358dd6135100e21c4451,Influence of Risk Category and Screening Round on the Performance of an MR Imaging and Mammography Screening Program in Carriers of the BRCA Mutation and Other Women at Increased Risk.,10.1148/radiol.2017170458,40
1745574,Nico Karssemeijer,1989,2022,1998,37e17f2adc59191c7509425239122d1650f225e9,Accurate segmentation and contrast measurement of microcalcifications in mammograms: a phantom study.,10.1118/1.598302,36
34754023,Henjan Huisman,1992,9999,2019,37e39166873ad1f981a845eda627f3d161f105e1,Solid Science of AI Supporting Bladder Cancer CT Reading.,10.1016/j.acra.2019.06.014,0
145441238,Jeroen van der Laak,1991,9999,2021,3881ae992914cd50a14782104170cc5dd5d9ae7e,Quantitative assessment of inflammatory infiltrates in kidney transplant biopsies using multiplex tyramide signal amplification and deep learning,10.1038/s41374-021-00601-w,21
34754023,Henjan Huisman,1992,9999,2003,3887e2f1a64b3558388508be00169a39379c473a,Discrimination of prostate cancer from normal peripheral zone and central gland tissue by using dynamic contrast-enhanced MR imaging.,10.1148/RADIOL.2291020200,418
8038506,Bram van Ginneken,1996,9999,2010,38a508f72094aa3810427c53f1a54ebbf15b7294,Automatic determination of the artery vein ratio in retinal images,10.1117/12.844469,22
1745574,Nico Karssemeijer,1989,2022,2017,38f5f8539b523929aafed804c3533b62abdc3781,One-view digital breast tomosynthesis as a stand-alone modality for breast cancer detection: do we need more?,10.1007/s00330-017-5167-3,25
1745574,Nico Karssemeijer,1989,2022,2009,390fb83c871c013ba98b5590a8c729266b05ed87,Analysis of probed regions in an interactive CAD system for the detection of masses in mammograms,10.1117/12.813391,5
1745574,Nico Karssemeijer,1989,2022,2018,393450e398ef7775bd9a0300974d1e31636b5a26,A model observer study using acquired mammographic images of an anthropomorphic breast phantom,10.1002/mp.12703,14
1745574,Nico Karssemeijer,1989,2022,2005,395ad39f7459433b4b7a43aa100b5e681ee28a7d,Effect of recall rate on earlier screen detection of breast cancers based on the Dutch performance indicators.,10.1093/JNCI/DJI131,108
123637526,Bram van Ginneken,1996,9999,2008,399a236e0f31ec8a941285aae48be979bcd875ee,Can the extent of low-attenuation areas on CT scans really demonstrate changes in the severity of emphysema?,10.1148/radiol.2471071608,8
145959882,Geert Litjens,2016,9999,2020,39a52867ea3d60ec4f28182e0e618b762d3d7909,Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study.,10.1016/S1470-2045(19)30739-9,288
123637526,Bram van Ginneken,1996,9999,2020,39a52867ea3d60ec4f28182e0e618b762d3d7909,Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study.,10.1016/S1470-2045(19)30739-9,288
145441238,Jeroen van der Laak,1991,9999,2020,39a52867ea3d60ec4f28182e0e618b762d3d7909,Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study.,10.1016/S1470-2045(19)30739-9,288
8038506,Bram van Ginneken,1996,9999,2010,39ae90f765547171cc6163ba3ab2e977c86c03d3,Comparing and combining algorithms for computer-aided detection of pulmonary nodules in computed tomography scans: The ANODE09 study,10.1016/j.media.2010.05.005,274
1419819133,Cornelia Schaefer-Prokop,2010,9999,2014,39c9921c8d74dab298b86dba055cd6d65e1c6716,[Pulmonary nodules].,10.1007/s00117-013-2598-y,0
153744566,Alessa Hering,2018,9999,2021,3a0446285a7db63672c263d701e7a5c16b5db113,Whole-Body Soft-Tissue Lesion Tracking and Segmentation in Longitudinal CT Imaging Studies,,1
2109170880,Ajay Patel,2015,9999,2018,3a0848c228f2bb19ce1afd4871105eb6a317a3dd,A convolutional neural network for intracranial hemorrhage detection in non-contrast CT,10.1117/12.2292975,4
2657081,Rashindra Manniesing,2010,2021,2018,3a0848c228f2bb19ce1afd4871105eb6a317a3dd,A convolutional neural network for intracranial hemorrhage detection in non-contrast CT,10.1117/12.2292975,4
143613202,Francesco Ciompi,2013,9999,2018,3a3664f9b7e6c4258d9dc282c9c43a95054c648e,Assessment of intracoronary stent location and extension in intravascular ultrasound sequences,10.1002/mp.13273,4
145388932,Jeroen van der Laak,1991,9999,2018,3a40073f704057920b4306d18d7326a568d6b578,Stain normalization of histopathology images using generative adversarial networks,10.1109/ISBI.2018.8363641,88
34754023,Henjan Huisman,1992,9999,2021,3a84e2a533df9a1351f7442735c961bc80b5892e,Fully Automatic Deep Learning Framework for Pancreatic Ductal Adenocarcinoma Detection on Computed Tomography,10.3390/cancers14020376,13
145441238,Jeroen van der Laak,1991,9999,2005,3aaabe0d3af911402439fd4b730f0abe190292d6,Increased vascularization predicts favorable outcome in follicular lymphoma.,,67
34754023,Henjan Huisman,1992,9999,2007,3abdd710e114c17d1575d5f3342cf6a941dc9264,Evaluation of Image Registration in PET/CT of the Liver and Recommendations for Optimized Imaging,10.2967/jnumed.107.041517,47
34754023,Henjan Huisman,1992,9999,1999,3abde4142531d15e69f15950f642d92c519f6f22,Proton MR spectroscopic imaging ( MRSI ) and dynamic Gd-enhanced MRI of the human prostate,,1
8038506,Bram van Ginneken,1996,9999,2007,3aed0d4fafa12efe822da4f3614caa46da2cbcf1,Automated segmentation of caudate nucleus in MR brain images with voxel classification,,7
145441238,Jeroen van der Laak,1991,9999,2010,3afa8fbb51c56da6425946d9e2116cbb5ce49367,Management of laryngeal premalignant lesions in the netherlands,10.1002/lary.20888,19
144085811,Clarisa Sanchez,2008,2021,2016,3b198ccfa068ba133c3c1eae1c8beac1d2ce88e8,An automated tuberculosis screening strategy combining X-ray-based computer-aided detection and clinical information,10.1038/srep25265,100
123637526,Bram van Ginneken,1996,9999,2016,3b198ccfa068ba133c3c1eae1c8beac1d2ce88e8,An automated tuberculosis screening strategy combining X-ray-based computer-aided detection and clinical information,10.1038/srep25265,100
1745574,Nico Karssemeijer,1989,2022,2002,3b31ba743d54dc4710f1f365766158930a4615d8,Detection of Masses in Mammograms,10.1201/9780203909355.CH8,10
2913408,Nikolas Lessman,2019,2022,2021,3b4df694a48f1f01b83215e8be048e1f83ef9bb9,Identification of Risk of Cardiovascular Disease by Automatic Quantification of Coronary Artery Calcifications on Radiotherapy Planning CT Scans in Patients With Breast Cancer.,10.1001/jamaoncol.2021.1144,22
2895994,Colin Jacobs,2010,9999,2010,3b553792b01dc3235d0d5d19de5441c2a0570ec5,An automatic quantification system for MS lesions with integrated DICOM structured reporting (DICOM-SR) for implementation within a clinical environment,10.1117/12.844072,1
34754023,Henjan Huisman,1992,9999,2004,3b7cb403050793b200479b7811f483af6c62dc3f,Diagnostic ultrasound: Physics and equipment,10.1016/J.ULTRASMEDBIO.2004.05.002,1
144085811,Clarisa Sanchez,2008,2021,2011,3b90fd392e31cf97f119faf5aab8280c7159970f,Automatic detection of microaneurysms in colour fundus images,10.1016/J.OFTALE.2011.04.009,18
1419819133,Cornelia Schaefer-Prokop,2010,9999,2012,3c117b80de438592de19ca324c121f152b5733c7,EORTC Imaging Group,10.1016/S1359-6349(12)70015-0,4
